"","n","nevent","coef","se","hazard_ratio","hr_confint_lower","hr_confint_upper","p_value","p_adjusted"
"Neutrophils_assort",77,60,-0.02000778,0.1521149,0.980191051314622,0.727495437056049,1.3206605129583,0.895355537136836,0.995728354773911
"Lymphatic_endothelial_cells_M1_contact",77,60,-0.01653522,0.1371297,0.983600738475498,0.751785330697756,1.28689716761513,0.904023014767644,0.995728354773911
"CD11b_low_Neutrophils_vascular_med_dist",70,54,0.01598595,0.1328489,1.01611440812703,0.783179768344997,1.31832885901174,0.90422026963803,0.995728354773911
"CD11b+_epithelial_tumor_med_dist",58,43,0.01953956,0.1732019,1.01973171034322,0.726199916321982,1.43190977815874,0.910178184789271,0.995728354773911
"Unidentified_region",77,60,-0.01320552,0.1193932,0.986881294006901,0.780975161396456,1.2470751140398,0.911929390734291,0.995728354773911
"CD11c_low_immune_M1_med_dist",43,33,0.0178165,0.1648003,1.01797616101338,0.736986231575957,1.40609881160954,0.913908702651272,0.995728354773911
"CD8+_T_cells_assort",77,60,-0.01255111,0.1398341,0.987527331485495,0.750796346436559,1.29890114018192,0.928480212547945,0.995728354773911
"Tumor_vascular_med_dist",76,59,-0.01018724,0.1251179,0.989864471554683,0.774595934912528,1.26495844850629,0.935107017881148,0.995728354773911
"Dendritic_cells_assort",77,60,0.01153069,0.1481394,1.01159742240732,0.756678253481145,1.35239692737732,0.93795790972986,0.995728354773911
"CD11b_low_Neutrophils_region",77,60,-0.01116049,0.1445474,0.988901561274405,0.744927711686146,1.31278012960132,0.938456571322466,0.995728354773911
"Neutrophils_M1_med_dist",55,42,0.01117128,0.1471513,1.01123391428476,0.757872577141892,1.34929546237984,0.939485156248056,0.995728354773911
"CD11b+_epithelial_M1_med_dist",58,43,-0.01205557,0.1618173,0.988016810920224,0.719490784165271,1.35676125413267,0.940611652859761,0.995728354773911
"Vascular_endothelial_cells_region",77,60,-0.007803165,0.1387229,0.992227201132373,0.756014207033434,1.30224380640964,0.955142651523788,0.995728354773911
"M2_macrophages_vascular_contact",77,60,0.007061235,0.151452,1.0070862245062,0.748428732228414,1.35513592666377,0.96281324228727,0.995728354773911
"Non-leukocyte_derived_neural_cells_tumor_med_dist",33,27,0.008601592,0.2133876,1.00863869160639,0.663895613204281,1.5323975486074,0.967846209808706,0.995728354773911
"Tumor_prop",77,60,0.004725781,0.1321656,1.00473696475658,0.7754481929051,1.30182309738363,0.971476518072318,0.995728354773911
"CD8+_T_cells_vascular_med_dist",70,53,0.004494211,0.1291044,1.00450432535773,0.779934225147038,1.29373594224841,0.972230700721311,0.995728354773911
"Non-leukocyte_derived_neural_cells_M1_med_dist",33,27,0.004720823,0.2129882,1.00473198370012,0.66184203197526,1.52526782872519,0.982316562692825,0.995728354773911
"CD11c+_epithelial_region",77,60,0.002098628,0.119839,1.00210083121367,0.792326733019313,1.26741410338687,0.986028109280444,0.995728354773911
"Neuroepithelial_cells_vascular_med_dist",51,41,0.002015261,0.1515874,1.00201729335745,0.744464077427387,1.34867307453841,0.989392930813042,0.995728354773911
"NK/NKT_M1_contact",77,60,0.00151497,0.1190089,1.00151611851853,0.793153806998831,1.26461542112209,0.989843287592755,0.995728354773911
"NK/NKT_tumor_contact",77,60,-0.001159794,0.1228684,0.998840878296943,0.785073913028044,1.27081422984611,0.992468624318631,0.995728354773911
"CD56+CD45-_vascular_contact",77,60,-0.001099744,0.1697511,0.998900860706652,0.716192871281598,1.39320421848791,0.994830887799526,0.995728354773911
"Unidentified_vascular_contact",77,60,0.00076011,0.1419774,1.00076039899461,0.757667594726453,1.32184797550625,0.995728354773911,0.995728354773911
